,name,playtime,number of platforms,platforms,number of stores,stores,genres,release date,rating,max rating,rating count,metacritic score,added
5597,Endless Shmup (prototype),0,2,"['Android', 'Apple Macintosh']",1,['itch.io'],['Shooter'],2019-09-05,0.0,0,0,,
5598,Paint Run (CDolphin),0,2,"['PC', 'Linux']",1,['itch.io'],['Action'],2019-09-05,0.0,0,0,,
5599,Hook n' Lure,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],['Simulation'],2019-09-05,0.0,0,0,,
5600,"Don't Die, Didymoceras",0,1,['Web'],1,['itch.io'],[],2019-09-04,0.0,0,0,,
5601,Louis' Basics in Jocking and Being Lazy,0,1,['PC'],1,['itch.io'],[],2019-09-04,0.0,0,0,,
5602,A Trip Through Hell I,0,1,['Web'],1,['itch.io'],"['Platformer', 'Adventure', 'Action']",2019-09-04,0.0,0,0,,
5603,Robots (itch) (monkeyzav),0,1,['Web'],1,['itch.io'],['Action'],2019-09-04,0.0,0,0,,
5604,Hyper Strike,0,2,"['PC', 'Web']",1,['itch.io'],"['Platformer', 'Action', 'Fighting']",2019-09-04,0.0,0,0,,
5605,Mr. Bojote Owns A Boat,0,2,"['PC', 'Apple Macintosh']",1,['itch.io'],"['Strategy', 'Adventure', 'Puzzle']",2019-09-04,0.0,0,0,,
5606,Insufficient Adjectives,0,2,"['PC', 'Apple Macintosh']",1,['itch.io'],['Puzzle'],2019-09-04,0.0,0,0,,
5607,Jungle Party,0,1,['Web'],1,['itch.io'],[],2019-09-04,0.0,0,0,,
5608,Chocman (Academic Project Game),0,1,['Web'],1,['itch.io'],['Educational'],2019-09-04,0.0,0,0,,
5609,Bomber Kid,0,1,['PC'],1,['itch.io'],"['Adventure', 'Action']",2019-09-04,0.0,0,0,,
5610,SuperGeeks - Breno_Aline,0,1,['Web'],1,['itch.io'],[],2019-09-04,0.0,0,0,,
5611,Yuruyama's Adventure Mac,0,1,['PC'],1,['itch.io'],['Adventure'],2019-09-04,0.0,0,0,,
5612,Pirate Attack (Silversun Studio),0,1,['Web'],1,['itch.io'],[],2019-09-04,0.0,0,0,,
5613,Two Mosquitoes,0,1,['Web'],1,['itch.io'],['Platformer'],2019-09-04,0.0,0,0,,
5614,C-lone (Games@MQ),0,1,['PC'],1,['itch.io'],"['Platformer', 'Puzzle']",2019-09-04,0.0,0,0,,
5615,Nebula Conflict,0,1,['Web'],1,['itch.io'],['Shooter'],2019-09-04,0.0,0,0,,
5616,Floaty Lemon,0,2,"['PC', 'Web']",1,['itch.io'],[],2019-09-04,0.0,0,0,,
5617,DuelinDucks,0,1,['Web'],1,['itch.io'],"['Shooter', 'Action']",2019-09-04,0.0,0,0,,
5618,Stone Gazer,0,1,['PC'],1,['itch.io'],"['Action', 'Puzzle']",2019-09-04,0.0,0,0,,
5619,GhostLine VR,0,1,['Android'],1,['itch.io'],[],2019-09-04,0.0,0,0,,
5620,Think Fast But Smart Speed Up,0,1,['Web'],1,['itch.io'],[],2019-09-04,0.0,0,0,,
5621,Commander (Narsiph),0,1,['PC'],1,['itch.io'],['Simulation'],2019-09-03,0.0,0,0,,
5622,Arcade Games (itch),0,1,['PC'],1,['itch.io'],"['Shooter', 'Action']",2019-09-03,0.0,0,0,,
5623,Wiggle Cats (singleplayer beta),0,1,['PC'],1,['itch.io'],['Action'],2019-09-03,0.0,0,0,,
5624,Flouray,0,1,['PC'],1,['itch.io'],['Strategy'],2019-09-03,0.0,0,0,,
5625,Ice Cube Challenge,0,1,['Web'],1,['itch.io'],[],2019-09-03,0.0,0,0,,
5626,Colcar,0,1,['Web'],1,['itch.io'],[],2019-09-03,0.0,0,0,,
5627,Bales of Amber,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],['Adventure'],2019-09-03,0.0,0,0,,
5628,High Factory (Vladislav) (Vladislav) (Vladislav),0,2,"['PC', 'Web']",1,['itch.io'],['Puzzle'],2019-09-03,0.0,0,0,,
5629,FeedBox,0,1,['Web'],1,['itch.io'],[],2019-09-03,0.0,0,0,,
5630,Going back Home,0,1,['Web'],1,['itch.io'],['Adventure'],2019-09-03,0.0,0,0,,
5631,Battlegrounds,0,1,['Web'],1,['itch.io'],['Action'],2019-09-03,0.0,0,0,,
5632,QSERF -- 2D Edition (Fan Made),0,1,['Web'],1,['itch.io'],['Simulation'],2019-09-03,0.0,0,0,,
5633,Plants vs Zombies 3D,0,1,['PC'],1,['itch.io'],['Strategy'],2019-09-03,0.0,0,0,,
5634,Extreme Stunts Car Game,0,1,['Android'],1,['itch.io'],['Racing'],2019-09-03,0.0,0,0,,
5635,Crazy Cave Run,0,1,['Android'],1,['itch.io'],['Action'],2019-09-03,0.0,0,0,,
5636,Mental Dungeon,0,1,['Web'],1,['itch.io'],['Action'],2019-09-03,0.0,0,0,,
5637,Dont Rage 2,0,1,['PC'],1,['itch.io'],['Strategy'],2019-09-03,0.0,0,0,,
5638,Mr. Birdy,0,1,['Web'],1,['itch.io'],[],2019-09-03,0.0,0,0,,
5639,Bucket of Earth,0,4,"['PC', 'Apple Macintosh', 'Linux', 'Web']",1,['itch.io'],[],2019-09-03,0.0,0,0,,
5640,CrazyHeadBall,0,1,['PC'],1,['itch.io'],['Sports'],2019-09-03,0.0,0,0,,
5641,Twin-potatoes,0,1,['Web'],1,['itch.io'],['Platformer'],2019-09-03,0.0,0,0,,
5642,Legend Of Nusantara,0,1,['PC'],1,['itch.io'],"['Adventure', 'RPG']",2019-09-03,0.0,0,0,,
5643,Graffiti (Prototype),0,1,['PC'],1,['itch.io'],"['Platformer', 'Action']",2019-09-02,0.0,0,0,,
5644,Butona Bas!,0,1,['PC'],1,['itch.io'],[],2019-09-03,0.0,0,0,,
5645,Color puzzle,0,1,['PC'],1,['itch.io'],['Puzzle'],2019-09-03,0.0,0,0,,
5646,🌻 - A Meditation,0,1,['Web'],1,['itch.io'],[],2019-09-03,0.0,0,0,,
5647,Evidence suggests blue light inhibits sleep,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],['Puzzle'],2019-09-03,0.0,0,0,,
5648,The Crypt of the other gods,0,1,['PC'],1,['itch.io'],['Action'],2019-09-02,0.0,0,0,,
5649,Shrek's Wonderland 5: Shrek's House,0,1,['PC'],1,['itch.io'],['Adventure'],2019-09-02,0.0,0,0,,
5650,Planet of the Apes: Alternate Frontiers,0,1,['Web'],1,['itch.io'],[],2019-09-02,0.0,0,0,,
5651,"God, I Hate Wasps",0,1,['PC'],1,['itch.io'],"['Shooter', 'Platformer', 'Action']",2019-09-02,0.0,0,0,,
5652,Come to Jesus,0,1,['Web'],1,['itch.io'],[],2019-09-03,0.0,0,0,,
5653,Gem Hunt,0,2,"['Android', 'Web']",1,['itch.io'],[],2019-09-02,0.0,0,0,,
5654,Survivlesz,0,2,"['PC', 'Android']",1,['itch.io'],['Action'],2019-09-02,0.0,0,0,,
5655,In The Beginning (itch),0,1,['Web'],1,['itch.io'],[],2019-09-02,0.0,0,0,,
5656,Cubezies,0,1,['PC'],1,['itch.io'],['Shooter'],2019-09-02,0.0,0,0,,
5657,meet the meat,0,4,"['PC', 'Android', 'Apple Macintosh', 'Linux']",1,['itch.io'],[],2019-09-02,0.0,0,0,,
5658,GI-1610,0,1,['PC'],1,['itch.io'],"['Shooter', 'Action']",2019-09-02,0.0,0,0,,
5659,MegaBite,0,1,['PC'],1,['itch.io'],"['RPG', 'Puzzle']",2019-09-02,0.0,0,0,,
5660,Deceptive Perspective,0,1,['PC'],1,['itch.io'],"['Platformer', 'Puzzle']",2019-09-02,0.0,0,0,,
5661,Basketball Savior,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],[],2019-09-02,0.0,0,0,,
5662,CAML update,0,1,['PC'],1,['itch.io'],[],2019-09-02,0.0,0,0,,
5663,Club Penguin Ultimate Puffle Overload 3,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],['Adventure'],2019-09-02,0.0,0,0,,
5664,YELLOW AND BLUE,0,1,['PC'],1,['itch.io'],"['Platformer', 'Action', 'Puzzle']",2019-09-01,0.0,0,0,,
5665,Were you ever free?,0,1,['PC'],1,['itch.io'],['Platformer'],2019-09-01,0.0,0,0,,
5666,The White Door (itch),0,1,['Apple Macintosh'],1,['itch.io'],[],2019-08-31,0.0,0,0,,
5667,[DreamZero]Break It,0,1,['PC'],1,['itch.io'],['Action'],2019-08-31,0.0,0,0,,
5668,The great water drop escape from evil lasers,0,1,['Web'],1,['itch.io'],['Action'],2019-09-02,0.0,0,0,,
5669,Soaring Twenties Pinball,0,1,['Web'],1,['itch.io'],[],2019-09-02,0.0,0,0,,
5670,Were You Ever Free?(GameJam version),0,1,['PC'],1,['itch.io'],['Platformer'],2019-09-01,0.0,0,0,,
5671,Thug Of Life,0,2,"['PC', 'Web']",1,['itch.io'],"['Platformer', 'Action', 'Puzzle']",2019-08-31,0.0,0,0,,
5672,Castle Blood,0,1,['PC'],1,['itch.io'],['Adventure'],2019-09-02,0.0,0,0,,
5673,pixel ball (BrenoM),0,1,['Web'],1,['itch.io'],['Sports'],2019-09-02,0.0,0,0,,
5674,False Reality,0,1,['PC'],1,['itch.io'],[],2019-09-02,0.0,0,0,,
5675,Galactic wars (Ashes of a Noob),0,1,['Web'],1,['itch.io'],[],2019-09-02,0.0,0,0,,
5676,I'm new here,0,1,['Web'],1,['itch.io'],['Adventure'],2019-09-02,0.0,0,0,,
5677,ヴァミルの対分裂訓練,0,1,['PC'],1,['itch.io'],['Action'],2019-09-02,0.0,0,0,,
5678,New Pong,0,1,['PC'],1,['itch.io'],[],2019-09-02,0.0,0,0,,
5679,Memory Torches,0,1,['PC'],1,['itch.io'],"['Adventure', 'Puzzle']",2019-09-02,0.0,0,0,,
5680,Somnium Imperium,0,1,['PC'],1,['itch.io'],['Adventure'],2019-09-02,0.0,0,0,,
5681,Minezel,0,3,"['PC', 'Android', 'Linux']",1,['itch.io'],['Puzzle'],2019-09-02,0.0,0,0,,
5682,StrategyBotsMobile,0,1,['Android'],1,['itch.io'],['Strategy'],2019-09-02,0.0,0,0,,
5683,thebool,0,1,['PC'],1,['itch.io'],[],2019-09-02,0.0,0,0,,
5684,San Lorenzo (NaX 89),0,1,['Web'],1,['itch.io'],['Action'],2019-09-02,0.0,0,0,,
5685,Cursed Timing,0,1,['PC'],1,['itch.io'],['Platformer'],2019-09-02,0.0,0,0,,
5686,JAMPR,0,1,['PC'],1,['itch.io'],[],2019-09-02,0.0,0,0,,
5687,Half Liar,0,1,['Web'],1,['itch.io'],['Platformer'],2019-09-02,0.0,0,0,,
5688,Annals of Rome (2019),0,1,['PC'],1,['Steam'],['Strategy'],2019-09-19,0.0,0,0,,
5689,Inside The Park VR,0,1,['PC'],1,['Steam'],['Simulation'],2019-08-30,0.0,0,0,,
5690,四季 The Four Seasons,0,1,['PC'],1,['Steam'],"['Indie', 'Adventure', 'RPG']",2019-09-20,0.0,0,0,,
5691,Rezist: Tower Defense,0,1,['PC'],1,['Steam'],"['Strategy', 'Indie']",2019-09-19,0.0,0,0,,
5692,Gator Parade - An Oddfellows Mini,0,1,['PC'],1,['Steam'],"['Casual', 'Indie', 'Adventure', 'Simulation']",2019-09-30,0.0,0,0,,
5693,2D Numbers Shooter,0,1,['PC'],1,['Steam'],"['Casual', 'Indie', 'Simulation']",2019-09-04,0.0,0,0,,
5694,Memory Eater,0,1,['PC'],1,['Steam'],"['Indie', 'Adventure']",2019-09-07,0.0,0,0,,
5695,Joe Blunt - Up In Smoke,0,1,['PC'],1,['Steam'],"['Indie', 'Action']",2019-10-01,0.0,0,0,,
5696,Night Furries,0,1,['PC'],1,['Steam'],"['Casual', 'Indie', 'RPG']",2019-09-26,0.0,0,0,,
5697,Ducks in Space,0,1,['PC'],1,['Steam'],"['Indie', 'Action']",2019-11-01,0.0,0,0,,
5698,Pro Strategy Football 2020,0,3,"['PC', 'iOS', 'Apple Macintosh']",2,"['Steam', 'App Store']","['Strategy', 'Indie', 'Simulation', 'Sports']",2019-09-16,0.0,0,0,,
5699,Hentai Girl Slide Puzzle,0,1,['PC'],1,['Steam'],"['Casual', 'Indie']",2019-09-20,0.0,0,0,,
5700,Grandpa And Granny Escape,0,1,['iOS'],1,['App Store'],"['Casual', 'Adventure']",2019-09-03,0.0,0,0,,
5701,Hoppia Tale,0,1,['iOS'],1,['App Store'],"['Adventure', 'Action']",2019-09-05,0.0,0,0,,
5702,Pop the Lock 2,0,1,['iOS'],1,['App Store'],"['Casual', 'Puzzle']",2019-09-07,0.0,0,0,,
5703,Horror In The Pink House,0,1,['iOS'],1,['App Store'],['Adventure'],2019-08-31,0.0,0,0,,
5704,Color Saw 3D: Collect Cube,0,1,['iOS'],1,['App Store'],['Casual'],2019-09-07,0.0,0,0,,
5705,Mayhem Food,0,1,['iOS'],1,['App Store'],"['Action', 'Sports']",2019-02-07,0.0,0,0,,
5706,Escape Titanic - HD Plus,0,1,['iOS'],1,['App Store'],"['Adventure', 'Puzzle']",2019-08-31,0.0,0,0,,
5707,Dead Zed,0,1,['iOS'],1,['App Store'],"['Adventure', 'Action']",2019-08-30,0.0,0,0,,
5708,Merge Block: Star Finders,0,1,['iOS'],1,['App Store'],"['Board Games', 'Puzzle']",2019-09-05,0.0,0,0,,
5709,Wall breaker 2: Tap Tap Smash,0,1,['iOS'],1,['App Store'],"['Action', 'RPG']",2019-01-23,0.0,0,0,,
5710,Shooting Ground 3D,0,1,['iOS'],1,['App Store'],"['Casual', 'Sports']",2019-06-19,0.0,0,0,,
5711,Slice It - Cut Puzzle,0,1,['iOS'],1,['App Store'],[],2019-08-31,0.0,0,0,,
5712,21 Card Counting- KK Blackjack,0,1,['iOS'],1,['App Store'],"['Card', 'Board Games']",2019-08-31,0.0,0,0,,
5713,Farkle 10000 - The Dice Game,0,1,['iOS'],1,['App Store'],"['Casual', 'Board Games']",2019-02-12,0.0,0,0,,
5714,Nimian Legends: Vandgels,0,1,['iOS'],1,['App Store'],"['Adventure', 'RPG']",2019-09-08,0.0,0,0,,
5715,Stomped!,0,1,['iOS'],1,['App Store'],"['Simulation', 'Sports']",2019-09-05,0.0,0,0,,
5716,Rattlevision,0,1,['PC'],1,['itch.io'],[],2019-09-09,0.0,0,0,,
5717,Time For Work (Play In Full Screen!),0,1,['Web'],1,['itch.io'],['Fighting'],2019-09-09,0.0,0,0,,
5718,Woolfed,0,2,"['PC', 'Apple Macintosh']",1,['itch.io'],['Adventure'],2019-09-09,0.0,0,0,,
5719,The Weird One,0,1,['PC'],1,['itch.io'],[],2019-09-08,0.0,0,0,,
5720,Fis Correndo,0,1,['Web'],1,['itch.io'],[],2019-09-08,0.0,0,0,,
5721,[Colombia] 3LA,0,1,['PC'],1,['itch.io'],[],2019-09-08,0.0,0,0,,
5722,super quadrado online 2,0,1,['Web'],1,['itch.io'],[],2019-09-08,0.0,0,0,,
5723,Captivity (itch),0,1,['PC'],1,['itch.io'],['Puzzle'],2019-09-08,0.0,0,0,,
5724,(Colombia) In-Dependencia,0,1,['Web'],1,['itch.io'],['Platformer'],2019-09-08,0.0,0,0,,
5725,Harmonia Quest 2,0,1,['Web'],1,['itch.io'],"['Platformer', 'Adventure']",2019-09-08,0.0,0,0,,
5726,Come With Me,0,3,"['PC', 'Apple Macintosh', 'Web']",1,['itch.io'],['Platformer'],2019-09-08,0.0,0,0,,
5727,[COLOMBIA] FOXBUTTER,0,1,['PC'],1,['itch.io'],['Puzzle'],2019-09-08,0.0,0,0,,
5728,Rainbow Jam Simulator 2019,0,1,['Web'],1,['itch.io'],[],2019-09-08,0.0,0,0,,
5729,Curse of Korthos,0,2,"['PC', 'Web']",1,['itch.io'],"['Adventure', 'Puzzle']",2019-09-08,0.0,0,0,,
5730,The Cat Simulator,0,1,['PC'],1,['itch.io'],['Simulation'],2019-09-08,0.0,0,0,,
5731,Project Fly,0,1,['Web'],1,['itch.io'],[],2019-09-08,0.0,0,0,,
5732,Saisonknobeln,0,1,['PC'],1,['itch.io'],[],2019-09-08,0.0,0,0,,
5733,TWO MYTHICAL LIZARDS,0,1,['Web'],1,['itch.io'],[],2019-09-08,0.0,0,0,,
5734,Fire~Pit,0,1,['PC'],1,['itch.io'],[],2019-09-08,0.0,0,0,,
5735,لــصّ الــرحيق [Nectar Thief Arabic],0,1,['Web'],1,['itch.io'],"['Adventure', 'Simulation']",2019-09-08,0.0,0,0,,
5736,Freedom (Gaby Celis),0,1,['PC'],1,['itch.io'],['Puzzle'],2019-09-08,0.0,0,0,,
5737,MeteorDestroyer,0,2,"['PC', 'Linux']",1,['itch.io'],[],2019-09-08,0.0,0,0,,
5738,Sinful Valley,0,2,"['PC', 'Linux']",1,['itch.io'],['Adventure'],2019-09-08,0.0,0,1,,
5739,Trench Defender (Pixemble),0,1,['PC'],1,['itch.io'],"['Shooter', 'Action']",2019-09-08,0.0,0,0,,
5740,Don't crash the plane,0,1,['PC'],1,['itch.io'],[],2019-09-08,0.0,0,0,,
5741,Sláine the Slacker.,0,1,['Web'],1,['itch.io'],[],2019-09-08,0.0,0,0,,
5742,Crypt Shyfter: Oathbreaker (kungfuspacebarbarian),0,1,['PC'],1,['itch.io'],[],2019-09-08,0.0,0,0,,
5743,Space Rocks (itch) (madacoo),0,1,['Web'],1,['itch.io'],['Action'],2019-09-08,0.0,0,0,,
5744,Lazy Copter,0,1,['Web'],1,['itch.io'],['Simulation'],2019-09-08,0.0,0,0,,
5745,ShipWreck'd,0,1,['PC'],1,['itch.io'],['Strategy'],2019-09-08,0.0,0,0,,
5746,Wizzy,0,1,['PC'],1,['itch.io'],"['Action', 'Simulation']",2019-09-08,0.0,0,0,,
5747,VR Headbang Simulator,0,1,['PC'],1,['itch.io'],['Simulation'],2019-09-08,0.0,0,0,,
5748,Zoey's Rites+,0,2,"['PC', 'Linux']",1,['itch.io'],['Platformer'],2019-09-08,0.0,0,0,,
5749,The Last Paladin,0,1,['PC'],1,['itch.io'],['Action'],2019-09-08,0.0,0,0,,
5750,5 Minute Hero,0,1,['PC'],1,['itch.io'],['Puzzle'],2019-09-08,0.0,0,0,,
5751,SHMUP (itch) (James_C137),0,1,['PC'],1,['itch.io'],['Shooter'],2019-09-08,0.0,0,0,,
5752,DO IT,0,1,['PC'],1,['itch.io'],['Platformer'],2019-09-08,0.0,0,0,,
5753,PETRA (MAZAA),0,1,['PC'],1,['itch.io'],['Action'],2019-09-07,0.0,0,0,,
5754,Lasers (Blubber),0,1,['PC'],1,['itch.io'],['Puzzle'],2019-09-07,0.0,0,0,,
5755,Shooter02,0,1,['PC'],1,['itch.io'],[],2019-09-07,0.0,0,0,,
5756,Lazercade,0,1,['Web'],1,['itch.io'],['Shooter'],2019-09-07,0.0,0,0,,
5757,Protect The Tree (itch),0,1,['Web'],1,['itch.io'],['Strategy'],2019-09-07,0.0,0,0,,
5758,King Krimson Prototype,0,1,['Web'],1,['itch.io'],['Platformer'],2019-09-07,0.0,0,0,,
5759,O Arquipélago (BR),0,1,['Web'],1,['itch.io'],['Adventure'],2019-09-07,0.0,0,0,,
5760,Town Builder,0,1,['PC'],1,['itch.io'],[],2019-09-07,0.0,0,0,,
5761,The Fortress of The Sadoa (Test),0,1,['PC'],1,['itch.io'],['Adventure'],2019-09-07,0.0,0,0,,
5762,Search for Equalia,0,1,['PC'],1,['itch.io'],"['Adventure', 'Action']",2019-09-07,0.0,0,0,,
5763,PaintSplasher,0,1,['Web'],1,['itch.io'],['Action'],2019-09-07,0.0,0,0,,
5764,SFL,0,4,"['PC', 'Apple Macintosh', 'Linux', 'Web']",1,['itch.io'],['Action'],2019-09-07,0.0,0,0,,
5765,skyhigh (JerJerPlays),0,4,"['PC', 'Android', 'Apple Macintosh', 'Linux']",1,['itch.io'],['Adventure'],2019-09-07,0.0,0,0,,
5766,AvoCuddle (itch),0,1,['PC'],1,['itch.io'],"['Platformer', 'Adventure']",2019-09-07,0.0,0,0,,
5767,Why is there a Bashmu in my Room?,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],[],2019-09-07,0.0,0,0,,
5768,Infinity Runner (itch) (Snookems),0,1,['Web'],1,['itch.io'],['Adventure'],2019-09-07,0.0,0,0,,
5769,Trump Darts Challenge,0,1,['Web'],1,['itch.io'],['Sports'],2019-09-07,0.0,0,0,,
5770,The Adventure of Farmer Jones,0,4,"['PC', 'Apple Macintosh', 'Linux', 'Web']",1,['itch.io'],['Adventure'],2019-09-07,0.0,0,0,,
5771,pgeBreakOut,0,1,['PC'],1,['itch.io'],[],2019-09-07,0.0,0,0,,
5772,Blodoffer,0,1,['PC'],1,['itch.io'],"['Strategy', 'Adventure']",2019-09-06,0.0,0,0,,
5773,Migration (Bingyan Studio),0,1,['PC'],1,['itch.io'],[],2019-09-07,0.0,0,0,,
5774,Julia (Platform Game Studio),0,1,['PC'],1,['itch.io'],['Adventure'],2019-09-06,0.0,0,0,,
5775,Kowloon's Curse:Prologue,0,2,"['PC', 'Apple Macintosh']",1,['itch.io'],['Adventure'],2019-09-06,0.0,0,0,,
5776,HUST Runner,0,1,['Web'],1,['itch.io'],[],2019-09-07,0.0,0,0,,
5777,Hideous Castle,0,1,['Web'],1,['itch.io'],"['Platformer', 'Adventure']",2019-09-06,0.0,0,0,,
5778,Project Huesos,0,2,"['PC', 'Linux']",1,['itch.io'],['Action'],2019-09-06,0.0,0,0,,
5779,Pocket Cat,0,3,"['PC', 'Android', 'Web']",1,['itch.io'],"['Platformer', 'Adventure']",2019-09-06,0.0,0,0,,
5780,Animated koala,0,1,['PC'],1,['itch.io'],['Adventure'],2019-09-06,0.0,0,0,,
5781,Remember When,0,1,['PC'],1,['itch.io'],[],2019-09-06,0.0,0,0,,
5782,STOP THE CYCLE,0,1,['PC'],1,['itch.io'],['Simulation'],2019-09-06,0.0,0,0,,
5783,SuperGeeks - Vinicius_Esmeralda,0,1,['Web'],1,['itch.io'],[],2019-09-07,0.0,0,0,,
5784,OverRun (TiredTheGamer),0,1,['Web'],1,['itch.io'],"['Shooter', 'Action']",2019-09-06,0.0,0,0,,
5785,Eventyr,0,3,"['PC', 'Android', 'Linux']",1,['itch.io'],[],2019-09-06,0.0,0,0,,
5786,Perseverance (Gilberto Porto),0,4,"['PC', 'Android', 'Apple Macintosh', 'Linux']",1,['itch.io'],['Strategy'],2019-09-06,0.0,0,0,,
5787,Friends Like These,0,1,['PC'],1,['itch.io'],[],2019-09-06,0.0,0,0,,
5788,Libras Aventura,0,1,['PC'],1,['itch.io'],[],2019-09-07,0.0,0,0,,
5789,Save Me Too,0,1,['Web'],1,['itch.io'],[],2019-09-06,0.0,0,0,,
5790,Flash Climbing - Game 6,0,1,['Web'],1,['itch.io'],"['Simulation', 'Sports']",2019-09-07,0.0,0,0,,
5791,Terraform the Planet!,0,1,['Web'],1,['itch.io'],[],2019-09-05,0.0,0,0,,
5792,Dino Zoo Transport Simulator,0,1,['PC'],1,['Steam'],"['Racing', 'Adventure', 'Casual', 'Simulation', 'Indie']",2019-09-23,0.0,0,0,,
5793,Snow Clearing Driving Simulator,0,1,['PC'],1,['Steam'],"['Racing', 'Casual', 'Simulation', 'Sports', 'Indie']",2019-09-23,0.0,0,0,,
5794,Spectating Simulator The Racing,0,1,['PC'],1,['Steam'],['Simulation'],2019-09-27,0.0,0,0,,
5795,閃電對決Lightning Wings II,0,1,['PC'],1,['Steam'],"['Action', 'Simulation']",2019-09-24,0.0,0,0,,
5796,Traffic Racer Crash,0,1,['PC'],1,['Steam'],"['Casual', 'Indie', 'Simulation']",2019-09-16,0.0,0,0,,
5797,Road Crossing,0,1,['PC'],1,['Steam'],"['Casual', 'Indie']",2019-09-03,0.0,0,0,,
5798,Teragard,0,1,['PC'],1,['Steam'],"['Indie', 'Adventure', 'RPG']",2019-10-04,0.0,0,0,,
5799,Hero or Villain: Genesis,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['Steam'],"['Indie', 'Adventure', 'RPG']",2019-09-19,0.0,0,0,,
5800,NTRPG-Skybride,0,1,['PC'],1,['Steam'],"['Indie', 'Adventure', 'RPG', 'Simulation']",2019-09-04,0.0,0,0,,
5801,Dithered,0,1,['PC'],1,['Steam'],['Adventure'],2019-10-01,0.0,0,0,,
5802,"The diary of the cheating young married woman, Yuka.",0,1,['PC'],1,['Steam'],['RPG'],2019-09-30,0.0,0,0,,
5803,Dark Fairy Fantasy,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['Steam'],"['Indie', 'RPG']",2019-10-16,0.0,0,0,,
5804,Hentai Cosplay Elf,0,1,['PC'],1,['Steam'],"['Casual', 'Indie']",2019-09-23,0.0,0,0,,
5805,Art Plunge,0,1,['PC'],1,['Steam'],"['Casual', 'Indie']",2019-09-11,0.0,0,0,,
5806,Aeronaut,0,1,['PC'],1,['Steam'],"['Casual', 'Indie', 'Adventure']",2019-09-12,0.0,0,0,,
5807,Sword of the Slayer,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['Steam'],"['Indie', 'Adventure', 'RPG']",2019-09-12,0.0,0,0,,
5808,Tonetaker VR,0,1,['PC'],1,['Steam'],"['Casual', 'Indie', 'Action', 'Sports']",2019-09-17,0.0,0,0,,
5809,Coloring Story - Happy Home,0,1,['iOS'],1,['App Store'],"['Board Games', 'Simulation']",2019-09-08,0.0,0,0,,
5810,Water Shooty,0,1,['iOS'],1,['App Store'],['Action'],2019-07-02,0.0,0,0,,
5811,Fill In 3D,0,2,"['iOS', 'Android']",2,"['App Store', 'Google Play']","['Casual', 'Action', 'Puzzle']",2019-09-11,0.0,0,0,,
5812,Saint Seiya Awakening,0,1,['iOS'],1,['App Store'],"['Strategy', 'RPG']",2019-09-11,0.0,0,0,,
5813,Million Lords,0,1,['iOS'],1,['App Store'],"['Strategy', 'RPG']",2019-06-27,0.0,0,0,,
5814,Slime Jump 3D,0,1,['iOS'],1,['App Store'],['Action'],2019-05-19,0.0,0,0,,
5815,Spring Ball!,0,1,['iOS'],1,['App Store'],"['Casual', 'Action']",2019-08-14,0.0,0,0,,
5816,Interior Story: designing game,0,1,['iOS'],1,['App Store'],"['Simulation', 'Puzzle']",2019-03-28,0.0,0,0,,
5817,Color Trace!,0,1,['iOS'],1,['App Store'],[],2019-04-28,0.0,0,0,,
5818,Night Club - Idle Tycoon,0,1,['iOS'],1,['App Store'],"['Casual', 'Simulation']",2019-08-31,0.0,0,0,,
5819,Idle Hospital Tycoon,0,1,['iOS'],1,['App Store'],"['Casual', 'Simulation']",2019-09-12,0.0,0,0,,
5820,我的甜品店：美食物语装扮小家,0,1,['iOS'],1,['App Store'],"['Casual', 'Simulation']",2019-08-30,0.0,0,0,,
5821,لعبة الصوت,0,1,['iOS'],1,['App Store'],"['Adventure', 'Action']",2019-04-02,0.0,0,0,,
5822,كسر الحواجز,0,1,['iOS'],1,['App Store'],"['Casual', 'Adventure']",2019-04-02,0.0,0,0,,
5823,طموح - تحدي,0,1,['iOS'],1,['App Store'],"['Board Games', 'Puzzle']",2019-04-10,0.0,0,0,,
5824,MagNot,0,1,['iOS'],1,['App Store'],[],2019-05-27,0.0,0,0,,
5825,Stretch & Slide,0,1,['iOS'],1,['App Store'],[],2019-04-30,0.0,0,0,,
5826,Orc's Civil War,0,1,['iOS'],1,['App Store'],"['Strategy', 'Action']",2019-09-10,0.0,0,0,,
5827,Need of Speed,0,1,['iOS'],1,['App Store'],"['Racing', 'Sports']",2019-05-22,0.0,0,0,,
5828,Find the difference - Emoji,0,1,['iOS'],1,['App Store'],"['Casual', 'Puzzle']",2019-08-31,0.0,0,0,,
5829,Old Garbage I'd Make,0,1,['PC'],1,['itch.io'],[],2019-09-13,0.0,0,0,,
5830,Rebuild The Cube - VR,0,1,['PC'],1,['itch.io'],['Puzzle'],2019-09-13,0.0,0,0,,
